satc
1110
1110
1185
1140
1230
1155
1215
1155
1200
1185
1290
1260
1185
1230
1245
1200
1230
1245
1275
1245
1275
1215
1260
1245
1320
1305
1260
1260
1260
1260
1290
1305
1305
1335
1290
1335
1275
1380
1305
1320
1335
1290
1245
1290
1320
1290
1290
1320
1305
1335
1365
1305
1275
1335
1350
1290
1335
1335
1320
1335
1320
1335
1410
1350
1380
1395
1350
1335
1350
1365
1365
1290
1320
1350
1365
1350
1395
1335
1350
1335
1335
1350
1275
1365
1335
1365
1335
1365
1365
1350
1425
1365
1380
1425
1365
1395
1365
1365
1350
1440
1380
1410
1395
1380
1395
1380
1350
1335
1410
1365
1380
1380
1380
1350
1260
1395
1425
1365
1410
1395
1410
1425
1410
1365
1380
1395
1425
1425
1440
1380
1395
1410
1410
1395
1410
1425
1425
1440
1380
1380
1395
1395
1410
1410
1455
1410
1440
1395
1410
1395
1395
1425
1410
1380
1395
1425
1410
1380
1410
1455
1410
1380
1410
1410
1440
1440
1440
1425
1440
1425
1440
1455
1470
1425
1440
1305
1440
1455
1410
1515
1455
1410
1440
1410
1410
1425
1440
1455
1410
1380
1410
1395
1440
1395
1455
1425
1455
1455
1410
1425
1470
1455
1425
1425
1470
1425
1425
1455
1410
1440
1410
1425
1380
1440
1455
1425
1395
1365
1410
1440
1440
1470
1455
1455
1485
1470
1425
1425
1485
1440
1350
1470
1470
1500
1455
1455
1485
1455
1455
1470
1455
1470
1485
1440
1470
1425
1500
1425
1530
1470
1455
1455
1485
1470
1440
1425
1455
1485
1500
1395
1440
1470
1500
1485
1500
1515
1500
1515
1500
1410
1500
1500
1470
1470
1515
1485
1545
1470
1500
1410
1455
1500
1440
1470
1530
1500
1470
1485
1500
1485
1470
1470
1530
1485
1470
1440
1515
1470
1485
1455
1470
1485
1470
1500
1410
1485
1470
1485
1515
1485
1470
1515
1500
1485
1485
1500
1530
1485
1500
1500
1515
1455
1515
1515
1455
1470
1470
1500
1485
1485
1530
1515
1515
1515
1485
1530
1545
1515
1545
1545
1515
1470
1530
1515
1530
1530
1560
1500
1485
1515
1500
1500
1470
1530
1530
1500
1425
1500
1530
1365
1515
1500
1500
1560
1470
1530
1515
1530
1515
1470
1515
1530
1500
1515
1530
1530
1500
1545
1500
1545
1515
1575
1560
1545
1560
1560
1560
1545
1545
1560
1515
1575
1530
1530
1530
1530
1575
1545
1530
1545
1575
1545
1560
1530
1575
1560
1560
1515
1545
1530
1500
1530
1545
1560
1545
1560
1575
1560
1515
1515
1560
1500
1560
1575
1545
1515
1590
1515
1575
1605
1515
1590
1575
1575
1560
1575
1590
1605
1530
1620
1575
1605
1485
1560
1575
1590
1605
1575
1605
1620
1590
1575
1560
1590
1605
1590
1590
1605
1620
1605
1575
1455
1530
1530
1515
1590
1545
1590
1590
1560
1530
1530
1470
1545
1560
1590
1590
1620
1605
1590
1650
1620
1605
1545
1530
1605
1545
1620
1650
1575
1590
1590
1635
1590
1635
1635
1635
1635
1575
1605
1650
1635
1635
1605
1590
1590
1590
1620
1605
1605
1605
1545
1665
1575
1590
1605
1515
1470
1545
1590
1605
1575
1605
1590
1575
1635
1575
1575
1680
1650
1635
1620
1620
1650
1635
1635
1635
1650
1635
1620
1575
1650
1665
1605
1650
1620
1605
1665
1695
1650
1515
1605
1620
1650
1650
1650
1650
1635
1605
1650
1650
1605
1665
1665
1605
1665
1650
1665
1560
1665
1620
1590
1545
1620
1620
1650
1695
1620
1560
1650
1710
1635
1665
1650
1590
1530
1635
1620
1635
1620
1665
1665
1635
1650
1635
1620
1695
1665
1635
1635
1680
1665
1650
1680
1635
1665
1530
1650
1620
1605
1665
1635
1710
1650
1620
1575
1635
1680
1635
1665
1620
1665
1695
1680
1635
1590
1620
1635
1650
1710
1650
1605
1620
1635
1665
1545
1650
1545
1725
1680
1695
1695
1695
1725
1695
1695
1680
1695
1710
1725
1680
1695
1695
1665
1680
1695
1665
1665
1665
1590
1695
1725
1680
1710
1620
1740
1665
1680
1665
1695
1620
1710
1635
1725
1725
1680
1695
1725
1635
1680
1695
1680
1680
1695
1710
1710
1650
1695
1710
1620
1650
1665
1650
1650
1590
1650
1800
1740
1710
1770
1740
1740
1740
1740
1695
1710
